3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,20
3,20
3,21
3,22
3,22
4,2
4,2
0,20
0,20
0,20
0,21
0,20
0,21
0,22
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
4,2
0,2
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
0,20
0,21
0,22
4,2
0,20
0,21
0,22
33,20
33,20
33,20
33,20
33,21
33,22
33,22
33,22
33,22
33,22
33,22
33,22
33,22
33,22
33,22
33,21
33,21
33,21
33,21
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,20
33,23
33,23
33,23
33,23
33,23
33,24
33,24
33,24
34,20
34,20
34,20
34,20
34,21
34,21
34,21
34,21
34,21
34,22
34,22
34,22
34,22
34,22
34,22
34,22
35,20
35,20
35,20
35,21
35,22
36,20
36,21
36,22
37,20
37,21
37,22
38,20
38,21
38,22
39,20
39,21
39,22
0,20
0,21
0,22
4,2
4,2
40,20
40,21
40,22
40,22
40,21
40,21
